Date as of,First week,Last week,State,County name,FIPS County Code,Deaths involving COVID-19,Deaths from All Causes
10/14/2020,02/01/2020,10/10/2020,IN,Warrick County,18173,39,693
10/14/2020,02/01/2020,10/10/2020,IN,Wayne County,18177,25,772
10/14/2020,02/01/2020,10/10/2020,KS,Douglas County,20045,17,562
10/14/2020,02/01/2020,10/10/2020,KS,Ellis County,20051,19,249
10/14/2020,02/01/2020,10/10/2020,KS,Finney County,20055,23,185
10/14/2020,02/01/2020,10/10/2020,KS,Ford County,20057,17,171
10/14/2020,02/01/2020,10/10/2020,KS,Johnson County,20091,172,3048
10/14/2020,02/01/2020,10/10/2020,KS,Lyon County,20111,27,190
10/14/2020,02/01/2020,10/10/2020,KS,Saline County,20169,13,463
10/14/2020,02/01/2020,10/10/2020,KS,Sedgwick County,20173,175,4197
10/14/2020,02/01/2020,10/10/2020,KS,Seward County,20175,11,104
10/14/2020,02/01/2020,10/10/2020,KS,Shawnee County,20177,69,1627
10/14/2020,02/01/2020,10/10/2020,KS,Wyandotte County,20209,152,1454
10/14/2020,02/01/2020,10/10/2020,KY,Barren County,21009,17,399
10/14/2020,02/01/2020,10/10/2020,KY,Bell County,21013,10,207
10/14/2020,02/01/2020,10/10/2020,KY,Boone County,21015,10,542
10/14/2020,02/01/2020,10/10/2020,KY,Boyd County,21019,23,777
10/14/2020,02/01/2020,10/10/2020,KY,Boyle County,21021,24,350
10/14/2020,02/01/2020,10/10/2020,KY,Campbell County,21037,76,595
10/14/2020,02/01/2020,10/10/2020,KY,Casey County,21045,10,99
10/14/2020,02/01/2020,10/10/2020,KY,Christian County,21047,13,351
10/14/2020,02/01/2020,10/10/2020,KY,Daviess County,21059,38,915
10/14/2020,02/01/2020,10/10/2020,KY,Fayette County,21067,99,3547
10/14/2020,02/01/2020,10/10/2020,KY,Franklin County,21073,16,404
10/14/2020,02/01/2020,10/10/2020,KY,Graves County,21083,35,303
10/14/2020,02/01/2020,10/10/2020,KY,Hardin County,21093,13,761
10/14/2020,02/01/2020,10/10/2020,KY,Hopkins County,21107,37,488
10/14/2020,02/01/2020,10/10/2020,KY,Jefferson County,21111,475,7586
10/14/2020,02/01/2020,10/10/2020,KY,Kenton County,21117,50,1221
10/14/2020,02/01/2020,10/10/2020,KY,Laurel County,21125,12,457
10/14/2020,02/01/2020,10/10/2020,KY,McCracken County,21145,22,869
10/14/2020,02/01/2020,10/10/2020,KY,Mercer County,21167,10,157
10/14/2020,02/01/2020,10/10/2020,KY,Perry County,21193,11,590
10/14/2020,02/01/2020,10/10/2020,KY,Pike County,21195,24,875
10/14/2020,02/01/2020,10/10/2020,KY,Pulaski County,21199,14,648
10/14/2020,02/01/2020,10/10/2020,KY,Scott County,21209,12,242
10/14/2020,02/01/2020,10/10/2020,KY,Shelby County,21211,13,181
10/14/2020,02/01/2020,10/10/2020,KY,Warren County,21227,107,1151
10/14/2020,02/01/2020,10/10/2020,LA,Acadia Parish,22001,56,444
10/14/2020,02/01/2020,10/10/2020,LA,Allen Parish,22003,16,155
10/14/2020,02/01/2020,10/10/2020,LA,Ascension Parish,22005,32,410
10/14/2020,02/01/2020,10/10/2020,LA,Avoyelles Parish,22009,16,293
10/14/2020,02/01/2020,10/10/2020,LA,Beauregard Parish,22011,28,218
10/14/2020,02/01/2020,10/10/2020,LA,Bossier Parish,22015,71,708
10/14/2020,02/01/2020,10/10/2020,LA,Caddo Parish,22017,527,3007
10/14/2020,02/01/2020,10/10/2020,LA,Calcasieu Parish,22019,191,1651
10/14/2020,02/01/2020,10/10/2020,LA,Claiborne Parish,22027,14,116
10/14/2020,02/01/2020,10/10/2020,LA,De Soto Parish,22031,12,110
10/14/2020,02/01/2020,10/10/2020,LA,East Baton Rouge Parish,22033,752,4424
10/14/2020,02/01/2020,10/10/2020,LA,East Feliciana Parish,22037,12,128
10/14/2020,02/01/2020,10/10/2020,LA,Evangeline Parish,22039,20,239
10/14/2020,02/01/2020,10/10/2020,LA,Grant Parish,22043,10,125
10/14/2020,02/01/2020,10/10/2020,LA,Iberia Parish,22045,58,577
10/14/2020,02/01/2020,10/10/2020,LA,Jefferson Parish,22051,793,4311
10/14/2020,02/01/2020,10/10/2020,LA,Jefferson Davis Parish,22053,37,277
10/14/2020,02/01/2020,10/10/2020,LA,Lafayette Parish,22055,252,2000
10/14/2020,02/01/2020,10/10/2020,LA,Lafourche Parish,22057,126,728
10/14/2020,02/01/2020,10/10/2020,LA,Lincoln Parish,22061,57,357
10/14/2020,02/01/2020,10/10/2020,LA,Livingston Parish,22063,16,531
10/14/2020,02/01/2020,10/10/2020,LA,Natchitoches Parish,22069,17,237
10/14/2020,02/01/2020,10/10/2020,LA,Orleans Parish,22071,428,3098
10/14/2020,02/01/2020,10/10/2020,LA,Ouachita Parish,22073,223,1522
10/14/2020,02/01/2020,10/10/2020,LA,Pointe Coupee Parish,22077,18,165
10/14/2020,02/01/2020,10/10/2020,LA,Rapides Parish,22079,224,1579
10/14/2020,02/01/2020,10/10/2020,LA,St. Bernard Parish,22087,17,203
10/14/2020,02/01/2020,10/10/2020,LA,St. Charles Parish,22089,31,268
10/14/2020,02/01/2020,10/10/2020,LA,St. James Parish,22093,16,104
10/14/2020,02/01/2020,10/10/2020,LA,St. John the Baptist Parish,22095,34,211
10/14/2020,02/01/2020,10/10/2020,LA,St. Landry Parish,22097,108,718
10/14/2020,02/01/2020,10/10/2020,LA,St. Martin Parish,22099,20,288
10/14/2020,02/01/2020,10/10/2020,LA,St. Mary Parish,22101,54,346
10/14/2020,02/01/2020,10/10/2020,LA,St. Tammany Parish,22103,269,2058
10/14/2020,02/01/2020,10/10/2020,LA,Tangipahoa Parish,22105,99,968
10/14/2020,02/01/2020,10/10/2020,LA,Terrebonne Parish,22109,111,881
10/14/2020,02/01/2020,10/10/2020,LA,Union Parish,22111,22,186
10/14/2020,02/01/2020,10/10/2020,LA,Vermilion Parish,22113,25,387
10/14/2020,02/01/2020,10/10/2020,LA,Vernon Parish,22115,25,257
10/14/2020,02/01/2020,10/10/2020,LA,Washington Parish,22117,30,342
10/14/2020,02/01/2020,10/10/2020,LA,Webster Parish,22119,15,321
10/14/2020,02/01/2020,10/10/2020,LA,Winn Parish,22127,19,116
10/14/2020,02/01/2020,10/10/2020,MA,Barnstable County,25001,134,2024
10/14/2020,02/01/2020,10/10/2020,MA,Berkshire County,25003,41,1099
10/14/2020,02/01/2020,10/10/2020,MA,Bristol County,25005,555,3911
10/14/2020,02/01/2020,10/10/2020,MA,Essex County,25009,1021,5714
10/14/2020,02/01/2020,10/10/2020,MA,Franklin County,25011,36,410
10/14/2020,02/01/2020,10/10/2020,MA,Hampden County,25013,682,4301
10/14/2020,02/01/2020,10/10/2020,MA,Hampshire County,25015,114,938
10/14/2020,02/01/2020,10/10/2020,MA,Middlesex County,25017,1881,9159
10/14/2020,02/01/2020,10/10/2020,MA,Norfolk County,25021,766,4385
10/14/2020,02/01/2020,10/10/2020,MA,Plymouth County,25023,613,3564
10/14/2020,02/01/2020,10/10/2020,MA,Suffolk County,25025,1276,6644
10/14/2020,02/01/2020,10/10/2020,MA,Worcester County,25027,992,5932
10/14/2020,02/01/2020,10/10/2020,MD,Allegany County,24001,24,756
10/14/2020,02/01/2020,10/10/2020,MD,Anne Arundel County,24003,322,3464
10/14/2020,02/01/2020,10/10/2020,MD,Baltimore County,24005,677,6523
10/14/2020,02/01/2020,10/10/2020,MD,Calvert County,24009,15,444
10/14/2020,02/01/2020,10/10/2020,MD,Carroll County,24013,154,1265
10/14/2020,02/01/2020,10/10/2020,MD,Cecil County,24015,40,684
10/14/2020,02/01/2020,10/10/2020,MD,Charles County,24017,89,773
10/14/2020,02/01/2020,10/10/2020,MD,Frederick County,24021,135,1476
10/14/2020,02/01/2020,10/10/2020,MD,Harford County,24025,65,1524
10/14/2020,02/01/2020,10/10/2020,MD,Howard County,24027,97,1335
10/14/2020,02/01/2020,10/10/2020,MD,Kent County,24029,30,226
10/14/2020,02/01/2020,10/10/2020,MD,Montgomery County,24031,1128,5987
10/14/2020,02/01/2020,10/10/2020,MD,Prince George's County,24033,604,4514
10/14/2020,02/01/2020,10/10/2020,MD,St. Mary's County,24037,72,637
10/14/2020,02/01/2020,10/10/2020,MD,Talbot County,24041,27,474
10/14/2020,02/01/2020,10/10/2020,MD,Washington County,24043,45,1263
10/14/2020,02/01/2020,10/10/2020,MD,Wicomico County,24045,70,1039
10/14/2020,02/01/2020,10/10/2020,MD,Worcester County,24047,40,494
10/14/2020,02/01/2020,10/10/2020,MD,Baltimore city,24510,674,6793
10/14/2020,02/01/2020,10/10/2020,ME,Androscoggin County,23001,11,968
10/14/2020,02/01/2020,10/10/2020,ME,Cumberland County,23005,88,2746
10/14/2020,02/01/2020,10/10/2020,ME,Kennebec County,23011,11,996
10/14/2020,02/01/2020,10/10/2020,ME,Waldo County,23027,16,213
10/14/2020,02/01/2020,10/10/2020,ME,York County,23031,15,1090
10/14/2020,02/01/2020,10/10/2020,MI,Alpena County,26007,15,284
10/14/2020,02/01/2020,10/10/2020,MI,Bay County,26017,40,1013
10/14/2020,02/01/2020,10/10/2020,MI,Berrien County,26021,74,1203
10/14/2020,02/01/2020,10/10/2020,MI,Calhoun County,26025,40,1144
10/14/2020,02/01/2020,10/10/2020,MI,Crawford County,26039,11,149
10/14/2020,02/01/2020,10/10/2020,MI,Genesee County,26049,280,3596
10/14/2020,02/01/2020,10/10/2020,MI,Grand Traverse County,26055,18,993
10/14/2020,02/01/2020,10/10/2020,MI,Gratiot County,26057,17,312
10/14/2020,02/01/2020,10/10/2020,MI,Hillsdale County,26059,23,311
10/14/2020,02/01/2020,10/10/2020,MI,Ingham County,26065,83,2215
10/14/2020,02/01/2020,10/10/2020,MI,Jackson County,26075,85,1323
10/14/2020,02/01/2020,10/10/2020,MI,Kalamazoo County,26077,116,2162
10/14/2020,02/01/2020,10/10/2020,MI,Kent County,26081,173,4330
10/14/2020,02/01/2020,10/10/2020,MI,Lapeer County,26087,33,601
10/14/2020,02/01/2020,10/10/2020,MI,Livingston County,26093,35,934
10/14/2020,02/01/2020,10/10/2020,MI,Macomb County,26099,701,6084
10/14/2020,02/01/2020,10/10/2020,MI,Marquette County,26103,16,508
10/14/2020,02/01/2020,10/10/2020,MI,Midland County,26111,11,671
10/14/2020,02/01/2020,10/10/2020,MI,Monroe County,26115,11,817
10/14/2020,02/01/2020,10/10/2020,MI,Muskegon County,26121,82,1347
10/14/2020,02/01/2020,10/10/2020,MI,Oakland County,26125,1413,10092
10/14/2020,02/01/2020,10/10/2020,MI,Ottawa County,26139,43,1333
10/14/2020,02/01/2020,10/10/2020,MI,Saginaw County,26145,173,1950
10/14/2020,02/01/2020,10/10/2020,MI,St. Clair County,26147,47,1182
10/14/2020,02/01/2020,10/10/2020,MI,Shiawassee County,26155,19,484
10/14/2020,02/01/2020,10/10/2020,MI,Tuscola County,26157,12,314
10/14/2020,02/01/2020,10/10/2020,MI,Washtenaw County,26161,272,2832
10/14/2020,02/01/2020,10/10/2020,MI,Wayne County,26163,2359,15436
10/14/2020,02/01/2020,10/10/2020,MN,Anoka County,27003,165,1591
10/14/2020,02/01/2020,10/10/2020,MN,Blue Earth County,27013,16,404
10/14/2020,02/01/2020,10/10/2020,MN,Clay County,27027,27,230
10/14/2020,02/01/2020,10/10/2020,MN,Crow Wing County,27035,17,435
10/14/2020,02/01/2020,10/10/2020,MN,Dakota County,27037,68,1622
10/14/2020,02/01/2020,10/10/2020,MN,Hennepin County,27053,956,8087
10/14/2020,02/01/2020,10/10/2020,MN,Itasca County,27061,11,310
10/14/2020,02/01/2020,10/10/2020,MN,Nicollet County,27103,12,131
10/14/2020,02/01/2020,10/10/2020,MN,Olmsted County,27109,44,1452
10/14/2020,02/01/2020,10/10/2020,MN,Pipestone County,27117,12,75
10/14/2020,02/01/2020,10/10/2020,MN,Ramsey County,27123,434,3993
10/14/2020,02/01/2020,10/10/2020,MN,St. Louis County,27137,71,1947
10/14/2020,02/01/2020,10/10/2020,MN,Scott County,27139,23,472
10/14/2020,02/01/2020,10/10/2020,MN,Sherburne County,27141,13,372
10/14/2020,02/01/2020,10/10/2020,MN,Stearns County,27145,40,1230
10/14/2020,02/01/2020,10/10/2020,MN,Washington County,27163,36,1080
10/14/2020,02/01/2020,10/10/2020,MN,Winona County,27169,19,247
10/14/2020,02/01/2020,10/10/2020,MO,Boone County,29019,42,1516
10/14/2020,02/01/2020,10/10/2020,MO,Buchanan County,29021,17,748
10/14/2020,02/01/2020,10/10/2020,MO,Butler County,29023,20,503
10/14/2020,02/01/2020,10/10/2020,MO,Camden County,29029,15,404
10/14/2020,02/01/2020,10/10/2020,MO,Cape Girardeau County,29031,62,1016
10/14/2020,02/01/2020,10/10/2020,MO,Cass County,29037,23,538
10/14/2020,02/01/2020,10/10/2020,MO,Clay County,29047,71,1636
10/14/2020,02/01/2020,10/10/2020,MO,Cole County,29051,30,637
10/14/2020,02/01/2020,10/10/2020,MO,Franklin County,29071,39,652
10/14/2020,02/01/2020,10/10/2020,MO,Gasconade County,29073,15,141
10/14/2020,02/01/2020,10/10/2020,MO,Greene County,29077,161,3082
10/14/2020,02/01/2020,10/10/2020,MO,Jackson County,29095,223,5607
10/14/2020,02/01/2020,10/10/2020,MO,Jasper County,29097,29,648
10/14/2020,02/01/2020,10/10/2020,MO,Jefferson County,29099,48,1087
10/14/2020,02/01/2020,10/10/2020,MO,Johnson County,29101,11,280
10/14/2020,02/01/2020,10/10/2020,MO,Laclede County,29105,15,216
10/14/2020,02/01/2020,10/10/2020,MO,Marion County,29127,13,267
10/14/2020,02/01/2020,10/10/2020,MO,Newton County,29145,65,1062
10/14/2020,02/01/2020,10/10/2020,MO,Pemiscot County,29155,12,144
10/14/2020,02/01/2020,10/10/2020,MO,Phelps County,29161,15,358
10/14/2020,02/01/2020,10/10/2020,MO,Platte County,29165,11,456
10/14/2020,02/01/2020,10/10/2020,MO,St. Charles County,29183,136,2172
10/14/2020,02/01/2020,10/10/2020,MO,St. Francois County,29187,14,509
10/14/2020,02/01/2020,10/10/2020,MO,St. Louis County,29189,868,9410
10/14/2020,02/01/2020,10/10/2020,MO,Scott County,29201,16,325
10/14/2020,02/01/2020,10/10/2020,MO,Taney County,29213,21,392
10/14/2020,02/01/2020,10/10/2020,MO,St. Louis city,29510,240,3423
10/14/2020,02/01/2020,10/10/2020,MS,Adams County,28001,43,295
10/14/2020,02/01/2020,10/10/2020,MS,Alcorn County,28003,34,417
10/14/2020,02/01/2020,10/10/2020,MS,Attala County,28007,13,176
10/14/2020,02/01/2020,10/10/2020,MS,Bolivar County,28011,37,264
10/14/2020,02/01/2020,10/10/2020,MS,Clarke County,28023,17,99
10/14/2020,02/01/2020,10/10/2020,MS,Coahoma County,28027,27,209
10/14/2020,02/01/2020,10/10/2020,MS,Copiah County,28029,14,179
10/14/2020,02/01/2020,10/10/2020,MS,DeSoto County,28033,122,1140
10/14/2020,02/01/2020,10/10/2020,MS,Forrest County,28035,200,1198
10/14/2020,02/01/2020,10/10/2020,MS,Grenada County,28043,20,219
10/14/2020,02/01/2020,10/10/2020,MS,Hancock County,28045,11,273
10/14/2020,02/01/2020,10/10/2020,MS,Harrison County,28047,95,1752
10/14/2020,02/01/2020,10/10/2020,MS,Hinds County,28049,506,3473
10/14/2020,02/01/2020,10/10/2020,MS,Holmes County,28051,18,130
10/14/2020,02/01/2020,10/10/2020,MS,Jackson County,28059,77,1110
10/14/2020,02/01/2020,10/10/2020,MS,Jones County,28067,70,529
10/14/2020,02/01/2020,10/10/2020,MS,Lafayette County,28071,101,590
10/14/2020,02/01/2020,10/10/2020,MS,Lamar County,28073,62,401
10/14/2020,02/01/2020,10/10/2020,MS,Lauderdale County,28075,249,1115
10/14/2020,02/01/2020,10/10/2020,MS,Lawrence County,28077,10,99
10/14/2020,02/01/2020,10/10/2020,MS,Leake County,28079,14,132
10/14/2020,02/01/2020,10/10/2020,MS,Lee County,28081,209,1611
10/14/2020,02/01/2020,10/10/2020,MS,Leflore County,28083,89,407
10/14/2020,02/01/2020,10/10/2020,MS,Lincoln County,28085,44,309
10/14/2020,02/01/2020,10/10/2020,MS,Lowndes County,28087,79,615
10/14/2020,02/01/2020,10/10/2020,MS,Madison County,28089,57,748
10/14/2020,02/01/2020,10/10/2020,MS,Monroe County,28095,49,298
10/14/2020,02/01/2020,10/10/2020,MS,Montgomery County,28097,12,101
10/14/2020,02/01/2020,10/10/2020,MS,Neshoba County,28099,18,223
10/14/2020,02/01/2020,10/10/2020,MS,Oktibbeha County,28105,42,249
10/14/2020,02/01/2020,10/10/2020,MS,Panola County,28107,12,201
10/14/2020,02/01/2020,10/10/2020,MS,Pearl River County,28109,27,415
10/14/2020,02/01/2020,10/10/2020,MS,Pike County,28113,52,417
10/14/2020,02/01/2020,10/10/2020,MS,Rankin County,28121,38,752
10/14/2020,02/01/2020,10/10/2020,MS,Simpson County,28127,26,207
10/14/2020,02/01/2020,10/10/2020,MS,Sunflower County,28133,30,228
10/14/2020,02/01/2020,10/10/2020,MS,Tate County,28137,12,148
10/14/2020,02/01/2020,10/10/2020,MS,Tishomingo County,28141,22,189
10/14/2020,02/01/2020,10/10/2020,MS,Warren County,28149,68,451
10/14/2020,02/01/2020,10/10/2020,MS,Washington County,28151,89,541
10/14/2020,02/01/2020,10/10/2020,MS,Wayne County,28153,19,146
10/14/2020,02/01/2020,10/10/2020,MS,Webster County,28155,13,103
10/14/2020,02/01/2020,10/10/2020,MS,Winston County,28159,11,127
10/14/2020,02/01/2020,10/10/2020,MS,Yazoo County,28163,16,171
10/14/2020,02/01/2020,10/10/2020,MT,Flathead County,30029,26,801
10/14/2020,02/01/2020,10/10/2020,MT,Yellowstone County,30111,111,1467
10/14/2020,02/01/2020,10/10/2020,NC,Alamance County,37001,18,954
10/14/2020,02/01/2020,10/10/2020,NC,Brunswick County,37019,15,750
10/14/2020,02/01/2020,10/10/2020,NC,Buncombe County,37021,101,2206
10/14/2020,02/01/2020,10/10/2020,NC,Burke County,37023,34,586
10/14/2020,02/01/2020,10/10/2020,NC,Cabarrus County,37025,73,1190
10/14/2020,02/01/2020,10/10/2020,NC,Caldwell County,37027,14,509
10/14/2020,02/01/2020,10/10/2020,NC,Catawba County,37035,47,1151
10/14/2020,02/01/2020,10/10/2020,NC,Chatham County,37037,48,523
10/14/2020,02/01/2020,10/10/2020,NC,Cleveland County,37045,29,700
10/14/2020,02/01/2020,10/10/2020,NC,Columbus County,37047,18,410
10/14/2020,02/01/2020,10/10/2020,NC,Craven County,37049,30,731
10/14/2020,02/01/2020,10/10/2020,NC,Cumberland County,37051,77,1715
10/14/2020,02/01/2020,10/10/2020,NC,Davidson County,37057,18,868
10/14/2020,02/01/2020,10/10/2020,NC,Duplin County,37061,19,271
10/14/2020,02/01/2020,10/10/2020,NC,Durham County,37063,142,2084
10/14/2020,02/01/2020,10/10/2020,NC,Edgecombe County,37065,11,328
10/14/2020,02/01/2020,10/10/2020,NC,Forsyth County,37067,127,3098
10/14/2020,02/01/2020,10/10/2020,NC,Franklin County,37069,10,220
10/14/2020,02/01/2020,10/10/2020,NC,Gaston County,37071,46,1393
10/14/2020,02/01/2020,10/10/2020,NC,Guilford County,37081,201,3065
10/14/2020,02/01/2020,10/10/2020,NC,Halifax County,37083,13,324
10/14/2020,02/01/2020,10/10/2020,NC,Harnett County,37085,28,520
10/14/2020,02/01/2020,10/10/2020,NC,Haywood County,37087,27,442
10/14/2020,02/01/2020,10/10/2020,NC,Henderson County,37089,64,878
10/14/2020,02/01/2020,10/10/2020,NC,Hertford County,37091,21,184
10/14/2020,02/01/2020,10/10/2020,NC,Iredell County,37097,24,957
10/14/2020,02/01/2020,10/10/2020,NC,Johnston County,37101,27,784
10/14/2020,02/01/2020,10/10/2020,NC,Lenoir County,37107,16,335
10/14/2020,02/01/2020,10/10/2020,NC,Lincoln County,37109,13,413
10/14/2020,02/01/2020,10/10/2020,NC,McDowell County,37111,12,210
10/14/2020,02/01/2020,10/10/2020,NC,Mecklenburg County,37119,286,4569
10/14/2020,02/01/2020,10/10/2020,NC,Moore County,37125,53,866
10/14/2020,02/01/2020,10/10/2020,NC,Nash County,37127,18,560
10/14/2020,02/01/2020,10/10/2020,NC,New Hanover County,37129,51,1743
10/14/2020,02/01/2020,10/10/2020,NC,Onslow County,37133,13,537
10/14/2020,02/01/2020,10/10/2020,NC,Orange County,37135,73,792
10/14/2020,02/01/2020,10/10/2020,NC,Pasquotank County,37139,23,315
10/14/2020,02/01/2020,10/10/2020,NC,Pitt County,37147,61,1490
10/14/2020,02/01/2020,10/10/2020,NC,Randolph County,37151,20,705
10/14/2020,02/01/2020,10/10/2020,NC,Robeson County,37155,50,714
10/14/2020,02/01/2020,10/10/2020,NC,Rowan County,37159,56,882
10/14/2020,02/01/2020,10/10/2020,NC,Rutherford County,37161,13,433
10/14/2020,02/01/2020,10/10/2020,NC,Scotland County,37165,12,304
10/14/2020,02/01/2020,10/10/2020,NC,Stanly County,37167,14,367
10/14/2020,02/01/2020,10/10/2020,NC,Surry County,37171,11,565
10/14/2020,02/01/2020,10/10/2020,NC,Union County,37179,37,784
10/14/2020,02/01/2020,10/10/2020,NC,Vance County,37181,45,321
10/14/2020,02/01/2020,10/10/2020,NC,Wake County,37183,259,3951
10/14/2020,02/01/2020,10/10/2020,NC,Wayne County,37191,58,919
10/14/2020,02/01/2020,10/10/2020,NC,Wilkes County,37193,12,400
10/14/2020,02/01/2020,10/10/2020,NC,Wilson County,37195,38,517
10/14/2020,02/01/2020,10/10/2020,ND,Burleigh County,38015,63,830
10/14/2020,02/01/2020,10/10/2020,ND,Cass County,38017,122,1427
10/14/2020,02/01/2020,10/10/2020,ND,Grand Forks County,38035,21,486
10/14/2020,02/01/2020,10/10/2020,ND,Morton County,38059,11,200
10/14/2020,02/01/2020,10/10/2020,ND,Stark County,38089,12,145
10/14/2020,02/01/2020,10/10/2020,ND,Ward County,38101,20,481
10/14/2020,02/01/2020,10/10/2020,NE,Adams County,31001,15,216
10/14/2020,02/01/2020,10/10/2020,NE,Buffalo County,31019,24,382
10/14/2020,02/01/2020,10/10/2020,NE,Dakota County,31043,10,81
10/14/2020,02/01/2020,10/10/2020,NE,Dodge County,31053,18,288
10/14/2020,02/01/2020,10/10/2020,NE,Douglas County,31055,257,3805
10/14/2020,02/01/2020,10/10/2020,NE,Hall County,31079,39,366
10/14/2020,02/01/2020,10/10/2020,NE,Hamilton County,31081,15,58
10/14/2020,02/01/2020,10/10/2020,NE,Lancaster County,31109,56,1974
10/14/2020,02/01/2020,10/10/2020,NE,Lincoln County,31111,10,282
10/14/2020,02/01/2020,10/10/2020,NE,Perkins County,31135,10,30
10/14/2020,02/01/2020,10/10/2020,NE,Sarpy County,31153,14,621
10/14/2020,02/01/2020,10/10/2020,NE,Scotts Bluff County,31157,10,321
10/14/2020,02/01/2020,10/10/2020,NH,Hillsborough County,33011,304,2717
10/14/2020,02/01/2020,10/10/2020,NH,Merrimack County,33013,25,1117
10/14/2020,02/01/2020,10/10/2020,NH,Rockingham County,33015,83,1678
10/14/2020,02/01/2020,10/10/2020,NJ,Atlantic County,34001,213,2231
10/14/2020,02/01/2020,10/10/2020,NJ,Bergen County,34003,2066,7514
10/14/2020,02/01/2020,10/10/2020,NJ,Burlington County,34005,446,2875
10/14/2020,02/01/2020,10/10/2020,NJ,Camden County,34007,572,4787
10/14/2020,02/01/2020,10/10/2020,NJ,Cape May County,34009,78,848
10/14/2020,02/01/2020,10/10/2020,NJ,Cumberland County,34011,119,1188
10/14/2020,02/01/2020,10/10/2020,NJ,Essex County,34013,2036,7015
10/14/2020,02/01/2020,10/10/2020,NJ,Gloucester County,34015,206,2009
10/14/2020,02/01/2020,10/10/2020,NJ,Hudson County,34017,1093,3589
10/14/2020,02/01/2020,10/10/2020,NJ,Hunterdon County,34019,121,673
10/14/2020,02/01/2020,10/10/2020,NJ,Mercer County,34021,530,2499
10/14/2020,02/01/2020,10/10/2020,NJ,Middlesex County,34023,1475,6178
10/14/2020,02/01/2020,10/10/2020,NJ,Monmouth County,34025,858,5214
10/14/2020,02/01/2020,10/10/2020,NJ,Morris County,34027,991,4401
10/14/2020,02/01/2020,10/10/2020,NJ,Ocean County,34029,835,5484
10/14/2020,02/01/2020,10/10/2020,NJ,Passaic County,34031,999,3544
10/14/2020,02/01/2020,10/10/2020,NJ,Salem County,34033,61,500
10/14/2020,02/01/2020,10/10/2020,NJ,Somerset County,34035,404,1957
10/14/2020,02/01/2020,10/10/2020,NJ,Sussex County,34037,158,931
10/14/2020,02/01/2020,10/10/2020,NJ,Union County,34039,998,3923
10/14/2020,02/01/2020,10/10/2020,NJ,Warren County,34041,139,752
10/14/2020,02/01/2020,10/10/2020,NM,Bernalillo County,35001,354,5411
10/14/2020,02/01/2020,10/10/2020,NM,Dona Ana County,35013,46,1352
10/14/2020,02/01/2020,10/10/2020,NM,McKinley County,35031,96,443
10/14/2020,02/01/2020,10/10/2020,NM,Sandoval County,35043,85,969
10/14/2020,02/01/2020,10/10/2020,NM,San Juan County,35045,189,902
10/14/2020,02/01/2020,10/10/2020,NM,Santa Fe County,35049,15,924
10/14/2020,02/01/2020,10/10/2020,NV,Clark County,32003,1341,14305
10/14/2020,02/01/2020,10/10/2020,NV,Washoe County,32031,176,3445
10/14/2020,02/01/2020,10/10/2020,NV,Carson City,32510,12,764
10/14/2020,02/01/2020,10/10/2020,NY,Albany County,36001,208,2839
10/14/2020,02/01/2020,10/10/2020,NY,Bronx County,36005,4307,13184
10/14/2020,02/01/2020,10/10/2020,NY,Broome County,36007,104,1777
10/14/2020,02/01/2020,10/10/2020,NY,Cattaraugus County,36009,11,526
10/14/2020,02/01/2020,10/10/2020,NY,Chemung County,36015,13,646
10/14/2020,02/01/2020,10/10/2020,NY,Columbia County,36021,47,452
10/14/2020,02/01/2020,10/10/2020,NY,Dutchess County,36027,201,2032
10/14/2020,02/01/2020,10/10/2020,NY,Erie County,36029,734,7870
10/14/2020,02/01/2020,10/10/2020,NY,Fulton County,36035,31,359
10/14/2020,02/01/2020,10/10/2020,NY,Herkimer County,36043,13,344
10/14/2020,02/01/2020,10/10/2020,NY,Kings County,36047,6081,17827
10/14/2020,02/01/2020,10/10/2020,NY,Madison County,36053,12,369
10/14/2020,02/01/2020,10/10/2020,NY,Monroe County,36055,346,5921
10/14/2020,02/01/2020,10/10/2020,NY,Nassau County,36059,3238,11850
10/14/2020,02/01/2020,10/10/2020,NY,New York County,36061,3973,13734
10/14/2020,02/01/2020,10/10/2020,NY,Niagara County,36063,80,1593
10/14/2020,02/01/2020,10/10/2020,NY,Oneida County,36065,135,2035
10/14/2020,02/01/2020,10/10/2020,NY,Onondaga County,36067,251,4039
10/14/2020,02/01/2020,10/10/2020,NY,Ontario County,36069,31,754
10/14/2020,02/01/2020,10/10/2020,NY,Orange County,36071,481,2438
10/14/2020,02/01/2020,10/10/2020,NY,Orleans County,36073,44,242
10/14/2020,02/01/2020,10/10/2020,NY,Otsego County,36077,13,593
10/14/2020,02/01/2020,10/10/2020,NY,Putnam County,36079,70,425
10/14/2020,02/01/2020,10/10/2020,NY,Queens County,36081,5453,15521
10/14/2020,02/01/2020,10/10/2020,NY,Rensselaer County,36083,41,1074
10/14/2020,02/01/2020,10/10/2020,NY,Richmond County,36085,986,3638
10/14/2020,02/01/2020,10/10/2020,NY,Rockland County,36087,660,2212
10/14/2020,02/01/2020,10/10/2020,NY,Schenectady County,36093,36,1158
10/14/2020,02/01/2020,10/10/2020,NY,Steuben County,36101,46,693
10/14/2020,02/01/2020,10/10/2020,NY,Suffolk County,36103,2708,11604
10/14/2020,02/01/2020,10/10/2020,NY,Sullivan County,36105,44,480
